(1342188408.0642171, '\rL: 10\n')
(1342188408.0642719, '\rGot configuration message of type P\n')
(1342188408.06429, '\rSetting prefix aaaa::\n')
(1342188408.064302, '\rcreated a new RPL dag\n')
(1342188408.0689681, '\rL: 2\n')
(1342188408.0690169, '\rGot configuration message of type I\n')
(1342188408.079073, '\rL: 48\n')
(1342188411.274873, '2I\xee\x82')
(1342188411.2749209, '2P\xf1\x82')
(1342188411.274936, '2R\r\x83')
(1342188411.2749491, 'rIN')
(1342188411.274961, 'ci\x16\x83')
(1342188411.6845169, '2f/\xb7')
(1342188411.6845629, '2F;\xb7')
(1342188411.6845779, '2t=\xb7')
(1342188411.6845901, '2CH\xb7')
(1342188411.684602, '2o\xc3\xb7')
(1342188411.6846139, '+')
(1342188411.7041199, '2I\xcc\xb8')
(1342188411.7041631, '2P\xcf\xb8')
(1342188411.7041781, '2R\xe4\xb8')
(1342188411.70419, 'rIN')
(1342188411.7042019, 'ci\xed\xb8')
(1342188412.071192, '\rL: 48\n')
(1342188414.0241511, '2Iy\xe2')
(1342188414.0242059, '2P}\xe2')
(1342188414.0242209, '2R\x93\xe2')
(1342188414.024245, 'rIN')
(1342188414.02426, 'ci\x9c\xe2')
(1342188414.4745309, '2I\xf9\x1c')
(1342188414.474582, '2P\xfc\x1c')
(1342188414.474597, '2R\x18\x1d')
(1342188414.4746089, 'rIN')
(1342188414.4746211, 'ci \x1d')
(1342188416.0703101, '\rL: 48\n')
(1342188417.134547, '2I\xeep')
(1342188417.1345999, '2P\xf1p')
(1342188417.1346159, '2R\x07q')
(1342188417.1346281, 'rIN')
(1342188417.1346409, 'ci\x10q')
(1342188417.4941399, '2I\x06\x9e')
(1342188417.4941919, '2P\x0b\x9e')
(1342188417.4942069, '2R&\x9e')
(1342188417.4942191, 'rIN')
(1342188418.7142119, '2f\xaf;')
(1342188418.7142651, '2F\xbb;')
(1342188418.7142811, '2t\xbd;')
(1342188418.714293, '2C\xc7;')
(1342188418.7244959, '2oC<')
(1342188418.7245259, '+')
(1342188423.7350581, '2I\x97\xbe')
(1342188423.7351129, '2P\x9a\xbe')
