(1343139909.044756, '\rL: 2\n')
(1343139909.048737, '\rGot configuration message of type I\n')
(1343139909.063368, '\rL: 48\n')
(1343139911.692491, 'S\x9dB\x83')
(1343139911.692548, '2fD\x83')
(1343139911.70844, '2FM\x83')
(1343139911.70848, '2tO\x83')
(1343139911.708503, '2CZ\x83')
(1343139911.708525, '2o\xb7\x83')
(1343139911.708547, '+')
(1343139912.5645, '2I\xef\xf3')
(1343139912.564556, '2P\xf3\xf3')
(1343139912.572301, '2R\x0b\xf4')
(1343139912.572341, 'rIN')
(1343139912.572364, 'DI\x13\xf4')
(1343139912.572386, 'ci\x15\xf4')
(1343139913.078418, '\rL: 48\n')
(1343139913.50448, '2I8m')
(1343139913.504517, '2P;m')
(1343139913.513035, '2RSm')
(1343139913.513085, 'rIN')
(1343139913.513117, 'Dw[m')
(1343139913.513138, 'ci]m')
(1343139913.513173, 'S\x9e\xd5m')
(1343139913.513196, '2f\xd8m')
(1343139913.513217, '2F\xe0m')
(1343139913.513238, '2t\xe3m')
(1343139913.513259, '2C\xeem')
(1343139913.526008, '2oKn')
(1343139913.526046, '+')
(1343139916.392536, 'S\x9f#\xdf')
(1343139916.392594, '2f%\xdf')
(1343139916.392617, '2F/\xdf')
(1343139916.392639, '2t2\xdf')
(1343139916.404704, '2C=\xdf')
(1343139916.404742, '2o\xb8\xdf')
(1343139916.404766, '+')
(1343139916.404787, '2I\xd0\xe0')
(1343139916.412497, '2P\xd4\xe0')
(1343139916.419315, '2R\xe7\xe0')
(1343139916.419352, 'rIN')
(1343139916.419376, 'DJ\xef\xe0')
(1343139916.419398, 'ci\xf1\xe0')
(1343139916.692393, 'S\xa0F\x03')
(1343139916.692432, '2fH\x03')
(1343139916.702041, '2FP\x03')
(1343139916.702112, '2tR\x03')
(1343139916.702154, '2C]\x03')
(1343139916.702191, '2o\xb0\x03')
(1343139916.702223, '+')
(1343139916.702253, '2I\xa0\x04')
(1343139916.702276, '2P\xa3\x04')
(1343139916.702297, '2R\xb5\x04')
(1343139916.702318, 'rIN')
(1343139916.702338, 'Dx\xbc\x04')
(1343139916.70236, 'ci\xbf\x04')
(1343139917.104426, '\rL: 48\n')
(1343139919.012469, '2Ij.')
(1343139919.012523, '2Pn.')
(1343139919.023027, '2R\x86.')
(1343139919.023079, 'rIN')
