0.458984375 1
1.2063293457 1
1.21371459961 1
2.638671875 1.04
2.63900756836 1.06
2.64279174805 1.1
2.6510925293 1
3.33047485352 1
3.33966064453 1
3.42401123047 1
3.42849731445 1.04
3.42883300781 1.06
3.43133544922 1.1
4.78674316406 1
6.14761352539 1
7.20748901367 1
7.21487426758 1
7.28051757812 1
8.13082885742 1.04
8.1311340332 1.06
8.13491821289 1.1
9.17025756836 1
10.8053283691 1
11.4106445312 1
12.2089538574 1.04
12.2092895508 1.06
12.2130432129 1.1
12.4394836426 1
12.5651245117 1
13.0539550781 1
13.0613098145 1
14.0761413574 1.04
14.0764770508 1.06
14.0802307129 1.1
14.0968322754 1
15.5478210449 1
15.801940918 1
16.1122131348 1
16.1196289062 1
17.7493286133 1
18.0642089844 1.04
18.0645446777 1.06
18.0682983398 1.1
19.9653320312 1
21.7383117676 1
23.513671875 1
25.1954345703 1
25.2028198242 1
25.9006652832 1
27.1345214844 1.04
27.1348571777 1.06
27.1386108398 1.1
27.8128662109 1
28.1546325684 1
28.5532531738 1
30.1365356445 1
30.8105163574 1.04
30.8108520508 1.06
30.8146057129 1.1
31.1334533691 1
31.4696350098 1
31.4741210938 1.04
31.4744567871 1.06
31.4769592285 1.1
32.4515991211 1
32.7600402832 1
32.8162231445 1
32.8236083984 1
33.4237060547 1
34.0588684082 1
34.0947875977 1
34.3417663574 1.04
34.3421020508 1.06
34.3458557129 1.1
35.6591796875 1
36.5032958984 1
36.5077819824 1.04
36.5081481934 1.06
36.5106506348 1.1
37.0616455078 1.04
37.0619812012 1.06
37.0644836426 1.1
37.0713195801 1
39.0130615234 1
39.346862793 1
40.640411377 1
41.5270385742 1
43.4067993164 1
44.5512084961 1
44.5586242676 1
45.559173584 1
45.5636291504 1.04
45.5639648438 1.06
45.5664978027 1.1
47.4348754883 1
48.0731506348 1.04
48.0734863281 1.06
48.0760192871 1.1
48.0828552246 1
49.662322998 1
51.1098937988 1
51.6748962402 1.04
51.6752319336 1.06
51.6795349121 1.1
51.6864624023 1.04
51.6868896484 1.02
51.6956787109 1.04
51.6960144043 1.06
51.7003173828 1.1
51.7069702148 1
51.7071228027 1
51.7104492188 1.04
51.7107849121 1.06
51.7150878906 1.1
51.7238769531 1
51.7247314453 1.04
51.7250671387 1.06
51.7294006348 1.1
51.7327575684 1.04
51.7330932617 1.06
51.7373962402 1.1
51.7398986816 1.04
51.7402954102 1.02
51.743560791 1.04
51.7438964844 1.06
51.7481994629 1.1
51.7514038086 1.04
51.751739502 1.06
51.7560424805 1.1
51.759185791 1.04
51.7595214844 1.06
51.7638549805 1.1
51.7702026367 1
51.7703552246 1
51.7708740234 1.04
51.7712097168 1.06
51.7755126953 1.1
51.7810974121 1.04
51.7814331055 1.06
51.785736084 1.1
51.7924804688 1.04
51.7929382324 1.02
51.8055114746 1.04
51.805847168 1.06
51.8101501465 1.1
51.816986084 1
51.8171386719 1
51.8203735352 1.04
51.8207092285 1.06
51.825012207 1.1
51.829498291 1.04
51.8299560547 1.02
51.8334350586 1.04
51.8338928223 1.02
51.837310791 1.04
51.837677002 1.06
51.8419799805 1.1
51.8451538086 1.04
51.845489502 1.06
51.8497924805 1.1
51.853515625 1.02
51.8568725586 1.04
51.857208252 1.06
51.8615112305 1.1
51.8648986816 1.04
51.865234375 1.06
51.8695373535 1.1
51.8774414062 1.04
51.8778686523 1.02
51.8820495605 1.04
51.8823852539 1.06
51.8866882324 1.1
51.892364502 1
51.8925170898 1
51.8978271484 1.04
