0.560272216797 1.04
0.560607910156 1.06
0.564392089844 1.1
1.13348388672 1
1.13763427734 1.04
1.1379699707 1.06
1.14227294922 1.1
1.15426635742 1
1.15838623047 1.04
1.15872192383 1.06
1.16305541992 1.1
1.16903686523 1
1.17318725586 1.04
1.17352294922 1.06
1.17782592773 1.1
1.1833190918 1
1.18753051758 1.04
1.18798828125 1.02
1.19277954102 1.04
1.19311523438 1.06
1.19741821289 1.1
1.20193481445 1
1.2099609375 1
1.21411132812 1.04
1.2145690918 1.02
1.21618652344 1.04
1.21664428711 1.02
1.21990966797 1.04
1.22024536133 1.06
1.22454833984 1.1
1.22909545898 1
1.23965454102 1
1.2438659668 1.04
1.24420166016 1.06
1.24850463867 1.1
1.26406860352 1
1.26821899414 1.04
1.2685546875 1.06
1.27285766602 1.1
1.27896118164 1
1.28308105469 1.04
1.28341674805 1.06
1.28775024414 1.1
1.2958984375 1
1.30004882812 1.04
1.30047607422 1.02
1.30200195312 1.04
1.3024597168 1.02
1.30584716797 1.04
1.30618286133 1.06
1.31051635742 1.1
1.31512451172 1
1.32345581055 1
1.32763671875 1.04
1.32797241211 1.06
1.33227539062 1.1
1.34060668945 1
1.34475708008 1.04
1.34509277344 1.06
1.34939575195 1.1
1.35638427734 1
1.36053466797 1.04
1.36087036133 1.06
1.36517333984 1.1
1.37088012695 1
1.37509155273 1.04
1.37542724609 1.06
1.37973022461 1.1
1.38793945312 1
1.39208984375 1.04
1.39242553711 1.06
1.39672851562 1.1
1.4013671875 1
1.40560913086 1.04
1.40606689453 1.02
1.40780639648 1.04
1.40826416016 1.02
1.4114074707 1.04
1.41174316406 1.06
1.41604614258 1.1
1.42065429688 1
1.43167114258 1
1.43585205078 1.04
1.43618774414 1.06
1.44052124023 1.1
1.45281982422 1
1.45697021484 1.04
1.45733642578 1.06
1.4616394043 1.1
1.46823120117 1
1.4723815918 1.04
1.47283935547 1.02
1.47772216797 1.04
1.47805786133 1.06
1.48239135742 1.1
1.48648071289 1
1.49530029297 1
1.49948120117 1.04
1.49993896484 1.02
1.50531005859 1.04
1.50564575195 1.06
1.50994873047 1.1
1.51513671875 1
1.52923583984 1
1.53338623047 1.04
1.53372192383 1.06
1.53802490234 1.1
1.5436706543 1
1.54782104492 1.04
1.54815673828 1.06
1.5524597168 1.1
1.56015014648 1
1.56430053711 1.04
1.56463623047 1.06
1.56893920898 1.1
1.57397460938 1
1.57818603516 1.04
1.57864379883 1.02
1.58340454102 1.04
1.58374023438 1.06
1.58804321289 1.1
1.59252929688 1
1.60055541992 1
1.60467529297 1.04
1.60513305664 1.02
1.60665893555 1.04
1.60711669922 1.02
1.61053466797 1.04
1.61087036133 1.06
1.61520385742 1.1
1.61972045898 1
1.63021850586 1
